id;airline;plane_model;total_seats;origin;destination;schedule_departure_date;schedule_arrival_date;real_departure_date;real_arrival_date;pilot;copilot;notes
0000000829;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2022/10/09 15:39:49;2022/10/09 17:09:49;2022/10/09 16:24:49;2022/10/09 20:09:49;Olivia Brown;Sarah Moore;
0000000830;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2021/03/14 17:48:52;2021/03/14 19:18:52;2021/03/14 18:33:52;2021/03/14 21:33:52;Olivia Brown;Sarah Moore;
0000000831;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2021/11/18 02:46:56;2021/11/18 03:56:56;2021/11/18 02:46:56;2021/11/18 05:11:56;Sarah Davis;Michael Brown;
0000000832;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2021/04/06 06:58:07;2021/04/06 08:28:07;2021/04/06 07:18:07;2021/04/06 10:18:07;Olivia Brown;Sarah Moore;
0000000833;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/02/10 11:40:04;2022/02/10 12:55:04;2022/02/10 12:00:04;2022/02/10 14:30:04;David Johnson;Michael Johnson;
0000000834;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2021/07/22 04:58:44;2021/07/22 06:13:44;2021/07/22 05:43:44;2021/07/22 08:13:44;David Johnson;Michael Johnson;
0000000835;Iberia;Airbus A321;220;MAD;LIS;2021/12/12 08:48:00;2021/12/12 10:03:00;2021/12/12 09:18:00;01/04/2003;Robert Johnson;John Moore;
0000000836;Jet2.com;Airbus A321;220;MAN;PRG;2023/02/19 14:27:00;2023/02/19 16:57:00;2023/02/19 15:12:00;2023/02/19 20:57:00;Robert Williams;;
0000000837;Iberia;Airbus A321;220;MAD;LIS;2021/04/08 17:10:25;2021/04/08 18:25:25;2021/04/08 17:10:25;2021/04/08 20:00:25;Robert Johnson;John Moore;
0000000838;Air France;Airbus A321;220;CDG;FCO;2021/12/02 05:56:06;2021/12/02 07:41:06;2021/12/02 05:56:06;2021/12/02 09:56:06;John Williams;Robert Smith;
0000000839;Aeroflot;Airbus A320;250;SVO;TXL;2022/05/10 17:15:39;2022/05/10 20:30:39;2022/05/10 17:35:39;2022/05/11 00:05:39;William Davis;Emily Davis;
0000000840;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2023/03/21 09:05:31;2023/03/21 11:30:31;2023/03/21 09:05:31;2023/03/21 13:55:31;Emily Davis;John Smith;
0000000841;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/04/21 05:31:27;2022/04/21 06:21:27;2022/04/21 05:51:27;2022/04/21 08:16:27;William Miller;John Wilson;The ground crew is handling baggage efficiently.
0000000842;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/03/21 07:32:59;2022/03/21 08:42:59;2022/03/21 07:32:59;2022/03/21 09:52:59;Jane Williams;Emily Miller;
0000000843;Ryanair;Boeing 737;189;DUB;BCN;2022/05/15 15:37:30;2022/05/15 18:22:30;2022/05/15 15:42:30;2022/05/15 21:12:30;Laura Wilson;Sarah Davis;
0000000844;Aer Lingus;Airbus A320;180;DUB;LIS;2021/02/20 00:12:40;2021/02/20 03:12:40;2021/02/20 00:17:40;2021/02/20 06:17:40;Jane Jones;David Davis;
0000000845;EasyJet;Airbus A320;180;LHR;cdG;2023/05/18 15:39:38;2023/05/18 16:54:38;2023/05/18 15:54:38;2023/05/18 19:09:38;Sarah Jones;Jane Smith;
0000000846;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2022/05/07 15:03:43;2022/05/07 16:03:43;2022/05/07 15:03:43;2022/05/07 17:03:43;Laura Moore;John Taylor;
0000000847;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/10/16 16:55:29;2022/10/16 19:20:29;2022/10/16 17:00:29;2022/10/16 21:50:29;Emily Davis;John Smith;
0000000848;Alitalia;Boeing 767;280;FCO;ATH;2021/04/15 12:25:21;2021/04/15 14:25:21;2021/04/15 12:25:21;2021/04/15 16:25:21;Laura Wilson;Emily Moore;
0000000849;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2022/10/14 17:25:44;2022/10/14 18:35:44;2022/10/14 17:25:44;2022/10/14 19:45:44;Sarah Davis;Michael Brown;
0000000850;Aeroflot;Airbus A320;250;SVO;TXL;2022/01/12 08:42:13;2022/01/12 11:57:13;2022/01/12 08:57:13;2022/01/12 16:12:13;William Davis;Emily Davis;
0000000851;Ryanair;Boeing 737;189;DUB;TXL;2023/06/10 09:13:01;2023/06/10 11:13:01;2023/06/10 09:18:01;2023/06/10 13:18:01;Jane Davis;Emily Davis;
0000000852;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/02/08 01:10:53;2022/02/08 03:35:53;2022/02/08 01:55:53;2022/02/08 07:00:53;Emily Davis;John Smith;
0000000853;Aer Lingus;Airbus A320;180;DUB;LIS;2022/03/08 01:18:00;2022/03/08 04:18:00;2022/03/08 01:18:00;2022/03/08 07:18:00;Jane Jones;David Davis;
0000000854;Alitalia;Boeing 767;280;FCO;ATH;2022/01/09 04:23:53;2022/01/09 06:23:53;2022/01/09 04:53:53;2022/01/09 09:08:53;Laura Wilson;Emily Moore;
0000000855;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2023/04/02 01:01:07;2023/04/02 03:26:07;2023/04/02 01:06:07;2023/04/02 05:56:07;Emily Davis;John Smith;
0000000856;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2022/01/17 17:18:54;2022/01/17 18:48:54;2022/01/17 17:38:54;2022/01/17 20:53:54;Olivia Brown;Sarah Moore;
0000000857;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2021/12/10 10:34:39;2021/12/10 11:34:39;2021/12/10 11:19:39;2021/12/10 14:04:39;Laura Moore;John Taylor;
0000000858;Alitalia;Boeing 767;280;FCO;ATH;2022/01/17 03:00:32;2022/01/17 05:00:32;2022/01/17 03:00:32;2022/01/17 07:00:32;Laura Wilson;Emily Moore;Our maintenance team keeps the aircraft in top shape.
0000000859;Iberia;Airbus A321;220;MAD;LIS;2021/04/05 11:13:12;2021/04/05 12:28:12;2021/04/05 11:28:12;2021/04/05 13:58:12;Robert Johnson;John Moore;
0000000860;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2023/05/21 13:33:32;2023/05/21 15:58:32;2023/05/21 13:33:32;2023/05/21 18:23:32;Emily Davis;John Smith;
0000000861;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2023/06/16 08:16:55;2023/06/16 09:31:55;2023/06/16 08:46:55;2023/06/16 11:31:55;David Johnson;Michael Johnson;Please ensure your seatbelts are fastened for landing.
0000000862;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2022/06/12 01:09:59;2022/06/12 02:09:59;2022/06/12 01:54:59;2022/06/12 04:09:59;Laura Moore;John Taylor;
0000000863;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2022/05/16 16:52:43;2022/05/16 17:52:43;2022/05/16 17:12:43;2022/05/16 19:12:43;Laura Moore;John Taylor;
0000000864;Ryanair;Boeing 737;189;DuBLiN;TXL;2021/03/08 16:25:07;2021/03/08 18:25:07;2021/03/08 16:25:07;2021/03/08 20:40:07;Jane Davis;Emily Davis;
0000000865;Aer Lingus;Airbus A320;180;DUB;LIS;2021/04/11 07:01:40;2021/04/11 10:01:40;2021/04/11 07:01:40;2021/04/11 13:31:40;Jane Jones;David Davis;
0000000866;EasyJet;Airbus A320;180;LHR;CDG;2021/07/21 12:43:49;2021/07/21 13:58:49;2021/07/21 13:03:49;2021/07/21 15:33:49;Sarah Jones;Jane Smith;We strive for a positive passenger experience.
0000000867;EasyJet;Airbus A320;180;LHR;CDG;2021/03/01 14:33:13;2021/03/01 15:48:13;2021/03/01 14:33:13;2021/03/01 17:03:13;Sarah Jones;Jane Smith;
0000000868;Jet2.com;Airbus A321;220;MAN;PRG;2021/03/05 06:12:16;2021/03/05 08:42:16;2021/03/05 06:42:16;2021/03/05 11:42:16;Robert Williams;Michael Miller;The ground crew is handling baggage efficiently.
0000000869;Jet2.com;Airbus A321;220;MAN;PRG;2021/04/20 16:31:17;2021/04/20 19:01:17;2021/04/20 17:01:17;2021/04/20 22:01:17;Robert Williams;Michael Miller;
0000000870;Scandinavian Airlines (SAS);Boeing 737;160;CPH;osL;2022/06/11 06:05:01;2022/06/11 07:05:01;2022/06/11 06:10:01;2022/06/11 08:25:01;David Smith;John Jones;Our company invests in the latest aviation technology.
0000000871;Ryanair;Boeing 737;189;DUB;TXL;2021/12/17 04:23:47;2021/12/17 06:23:47;2021/12/17 04:38:47;2021/12/17 08:58:47;Jane Davis;Emily Davis;
0000000872;Ryanair;Boeing 737;189;DUB;TXL;2023/01/05 16:11:18;2023/01/05 18:11:18;2023/01/05 16:31:18;2023/01/05 20:31:18;Jane Davis;Emily Davis;
0000000873;Ryanair;Boeing 737;189;DUB;TXL;2021/07/09 10:38:35;2021/07/09 12:38:35;2021/07/09 10:38:35;2021/07/09 14:38:35;Jane Davis;Emily Davis;
0000000874;British Airways;Boeing 737;150;LHR;AMS;2021/10/10 14:42:11;2021/10/10 15:52:11;2021/10/10 14:47:11;2021/10/10 17:37:11;Sarah Smith;Emily Johnson;
0000000875;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/07/22 12:16:22;2022/07/22 13:06:22;2022/07/22 12:16:22;2022/07/22 14:41:22;William Miller;John Wilson;
0000000876;Aeroflot;Airbus A320;250;SVO;TXL;2021/09/15 06:18:40;2021/09/15 09:33:40;2021/09/15 07:03:40;2021/09/15 13:33:40;William Davis;Emily Davis;
0000000877;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2023/03/08 15:32:26;2023/03/08 16:17:26;2023/03/08 15:47:26;2023/03/08 17:17:26;William Brown;Emily Wilson;
0000000878;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/05/06 02:47:27;2021/05/06 03:37:27;2021/05/06 03:02:27;2021/05/06 04:57:27;William Miller;John Wilson;
0000000879;Jet2.com;Airbus A321;220;MAN;PRG;2021/10/15 03:44:25;2021/10/15 06:14:25;2021/10/15 04:29:25;2021/10/15 09:34:25;Robert Williams;Michael Miller;
0000000880;Iberia;Airbus A321;220;MAD;LIS;2021/03/20 16:45:21;2021/03/20 18:00:21;2021/03/20 17:05:21;2021/03/20 19:35:21;Robert Johnson;John Moore;
0000000881;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/06/01 11:05:27;2022/06/01 12:20:27;2022/06/01 11:35:27;2022/06/01 14:10:27;David Johnson;Michael Johnson;
0000000882;Air France;Airbus A321;220;CDG;FCO;2021/05/22 16:44:16;2021/05/22 18:29:16;2021/05/22 17:14:16;2021/05/22 20:44:16;John Williams;Robert Smith;
0000000883;Iberia;Airbus A321;220;MAD;LIS;2021/03/22 15:03:51;2021/03/22 16:18:51;2021/03/22 15:03:51;2021/03/22 18:18:51;Robert Johnson;John Moore;Passengers are enjoying the scenic views outside.
0000000884;Ryanair;Boeing 737;189;DUB;TXL;2021/02/20 17:29:53;2021/02/20 19:29:53;2021/02/20 17:29:53;2021/02/20 21:34:53;Jane Davis;Emily Davis;
0000000885;Ryanair;Boeing 737;189;DUB;TXL;2022/06/20 05:16:36;2022/06/20 07:16:36;2022/06/20 05:46:36;2022/06/20 09:46:36;Jane Davis;Emily Davis;
0000000886;Alitalia;Boeing 767;280;FCO;aTh;2021/07/20 15:26:43;2021/07/20 17:26:43;2021/07/20 15:31:43;2021/07/20 19:51:43;Laura Wilson;Emily Moore;
0000000887;EasyJet;Airbus A320;180;LHR;CDG;2021/07/12 06:20:16;2021/07/12 07:35:16;2021/07/12 06:20:16;2021/07/12 09:20:16;Sarah Jones;Jane Smith;
0000000888;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/08/07 11:29:40;2022/08/07 13:54:40;2022/08/07 11:29:40;2022/08/07 16:19:40;Emily Davis;John Smith;
0000000889;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/08/11 02:08:50;2022/08/11 02:53:50;2022/08/11 02:08:50;2022/08/11 04:08:50;William Brown;Emily Wilson;
0000000890;Jet2.com;Airbus A321;220;MAN;PRG;2022/11/09 02:53:24;2022/11/09 05:23:24;2022/11/09 02:53:24;2022/11/09 08:23:24;Robert Williams;Michael Miller;Thank you for choosing our airline for your journey.
0000000891;LOT Polish Airlines;Embraer E190;100;wAw;BUD;2021/08/16 07:29:01;2021/08/16 08:44:01;2021/08/16 07:49:01;2021/08/16 10:19:01;David Johnson;Michael Johnson;We're starting our descent into our destination.
0000000892;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2022/02/08 17:19:32;2022/02/08 18:19:32;2022/02/08 17:49:32;2022/02/08 20:04:32;Laura Moore;John Taylor;
0000000893;Vueling Airlines;Airbus A319;160;BCN;FCO;2023/03/19 04:18:47;2023/03/19 06:08:47;2023/03/19 04:18:47;2023/03/19 07:58:47;Jane Moore;Emily Taylor;
0000000894;Iberia;Airbus A321;220;MAD;LIS;2023/06/15 11:03:38;2023/06/15 12:18:38;2023/06/15 11:33:38;2023/06/15 14:03:38;Robert Johnson;John Moore;
0000000895;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/12/17 02:03:46;2022/12/17 02:53:46;2022/12/17 02:48:46;2022/12/17 04:28:46;William Miller;John Wilson;
0000000896;Aer Lingus;Airbus A320;180;DUB;LIS;2022/12/15 06:28:42;2022/12/15 09:28:42;2022/12/15 06:28:42;2022/12/15 12:43:42;Jane Jones;David Davis;
0000000897;Lufthansa;Boeing 777;300;FRA;MAD;2023/07/03 05:35:20;2023/07/03 08:05:20;2023/07/03 05:40:20;2023/07/03 10:40:20;Emily Davis;Laura Brown;
0000000898;Ryanair;Boeing 737;189;DUB;TXL;2021/11/03 02:26:24;2021/11/03 04:26:24;2021/11/03 02:26:24;2021/11/03 06:56:24;Jane Davis;Emily Davis;
0000000899;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/04/15 06:46:52;2021/04/15 07:31:52;2021/04/15 07:31:52;2021/04/15 09:01:52;William Brown;Emily Wilson;
0000000900;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2023/04/01 11:38:41;2023/04/01 13:08:41;2023/04/01 12:08:41;2023/04/01 15:38:41;Olivia Brown;Sarah Moore;
0000000901;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2023/01/02 05:23:38;2023/01/02 06:33:38;2023/01/02 05:53:38;2023/01/02 08:13:38;Sarah Davis;Michael Brown;
0000000902;Iberia;Airbus A321;220;MAD;LIS;2023/04/15 05:17:26;2023/04/15 06:32:26;2023/04/15 05:17:26;2023/04/15 07:47:26;Robert Johnson;John Moore;The airport is busy, but we'll find a gate shortly.
0000000903;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2021/10/08 05:03:11;2021/10/08 06:13:11;2021/10/08 05:48:11;2021/10/08 08:08:11;Sarah Davis;Michael Brown;
0000000904;Ryanair;Boeing 737;189;DUB;TXL;2022/11/21 04:58:47;2022/11/21 06:58:47;2022/11/21 04:58:47;2022/11/21 09:43:47;Jane Davis;Emily Davis;
0000000905;TAP Air Portugal;Airbus A320;200;LIS;MAD;2021/02/10 04:52:50;2021/02/10 06:02:50;2021/02/10 05:07:50;2021/02/10 07:27:50;Jane Williams;Emily Miller;
0000000906;Jet2.com;Airbus A321;220;MAN;PRG;2021/04/22 06:41:37;2021/04/22 09:11:37;2021/04/22 06:56:37;2021/04/22 11:56:37;Robert Williams;Michael Miller;The approach to the runway is clear and safe.
0000000907;Aer Lingus;Airbus A320;180;DUB;LIS;2021/06/04 10:48:34;2021/06/04 13:48:34;2021/06/04 10:53:34;2021/06/04 17:08:34;Jane Jones;David Davis;
0000000908;TAP Air Portugal;Airbus A320;200;LIs;MAD;2021/01/10 06:33:29;2021/01/10 07:43:29;2021/01/10 06:38:29;2021/01/10 08:58:29;Jane Williams;Emily Miller;Smooth transition into cruising altitude.
0000000909;Air France;Airbus A321;220;CDG;FCO;2022/02/08 04:32:45;2022/02/08 06:17:45;2022/02/08 04:32:45;2022/02/08 08:02:45;John Williams;Robert Smith;
0000000910;TAP Air Portugal;Airbus A320;200;LIS;MAD;2021/12/13 01:09:40;2021/12/13 02:19:40;2021/12/13 01:09:40;02/11/2004;Jane Williams;Emily Miller;
0000000911;TAP Air Portugal;Airbus A320;200;LIS;MAD;2021/01/12 01:26:05;2021/01/12 02:36:05;2021/01/12 01:41:05;2021/01/12 04:31:05;Jane Williams;Emily Miller;
0000000912;Iberia;Airbus A321;220;MAD;LIS;2021/10/18 12:06:11;2021/10/18 13:21:11;2021/10/18 12:51:11;2021/10/18 15:36:11;Robert Johnson;John Moore;
0000000913;Air France;Airbus A321;220;CDG;FCO;2021/01/08 17:26:28;2021/01/08 19:11:28;2021/01/08 17:26:28;2021/01/08 20:56:28;John Williams;Robert Smith;
0000000914;Lufthansa;Boeing 777;300;FRA;MAD;2021/09/11 07:14:53;2021/09/11 09:44:53;2021/09/11 07:19:53;2021/09/11 12:49:53;Emily Davis;Laura Brown;
0000000915;Ryanair;Boeing 737;189;DUB;BCN;2022/01/09 11:19:03;2022/01/09 14:04:03;2022/01/09 12:04:03;2022/01/09 17:54:03;Laura Wilson;Sarah Davis;
0000000916;Turkish Airlines;Airbus A320;200;IST;PRG;2021/10/15 14:52:57;2021/10/15 17:22:57;2021/10/15 15:22:57;2021/10/15 20:42:57;Sarah Taylor;David Smith;The approach to the runway is clear and safe.
0000000917;Ryanair;Boeing 737;189;DUB;TXL;2021/11/10 01:10:06;2021/11/10 03:10:06;2021/11/10 01:25:06;2021/11/10 06:10:06;Jane Davis;Emily Davis;
0000000918;Turkish Airlines;Airbus A320;200;IST;PRG;2022/08/11 09:20:05;2022/08/11 11:50:05;2022/08/11 09:20:05;2022/08/11 15:05:05;Sarah Taylor;David Smith;
0000000919;Iberia;Airbus A321;220;MAD;LIS;2022/03/21 14:47:07;2022/03/21 16:02:07;2022/03/21 15:17:07;2022/03/21 17:47:07;Robert Johnson;John Moore;
0000000920;EasyJet;Airbus A320;180;LHR;CDG;2022/06/20 14:03:46;2022/06/20 15:18:46;2022/06/20 14:03:46;2022/06/20 16:33:46;Sarah Jones;Jane Smith;
0000000921;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2022/12/10 01:10:31;2022/12/10 02:10:31;2022/12/10 01:10:31;2022/12/10 03:10:31;Laura Moore;John Taylor;
0000000922;Ryanair;Boeing 737;189;DUB;TXL;2023/07/19 10:46:02;2023/07/19 12:46:02;2023/07/19 10:46:02;2023/07/19 15:01:02;Jane Davis;Emily Davis;
0000000923;EasyJet;Airbus A320;180;LHR;CDG;2021/11/21 06:43:47;2021/11/21 07:58:47;2021/11/21 06:43:47;2021/11/21 09:13:47;Sarah Jones;Jane Smith;
0000000924;EasyJet;;180;LHR;CDG;2022/02/14 17:07:27;2022/02/14 18:22:27;2022/02/14 17:07:27;2022/02/14 19:37:27;Sarah Jones;Jane Smith;
0000000925;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2021/04/20 00:40:19;2021/04/20 03:05:19;2021/04/20 00:40:19;2021/04/20 06:00:19;Emily Davis;John Smith;
0000000926;Ryanair;Boeing 737;189;DUB;TXL;2022/11/16 07:56:20;2022/11/16 09:56:20;2022/11/16 07:56:20;2022/11/16 12:01:20;Jane Davis;Emily Davis;
0000000927;TAP Air Portugal;Airbus A320;200;LIs;MAD;2021/08/09 09:37:04;2021/08/09 10:47:04;2021/08/09 09:42:04;2021/08/09 12:47:04;Jane Williams;Emily Miller;
0000000928;Alitalia;Boeing 767;280;FCO;ATH;2022/09/17 03:02:18;2022/09/17 05:02:18;2022/09/17 03:22:18;2022/09/17 07:22:18;Laura Wilson;Emily Moore;The cockpit crew is constantly monitoring systems.
0000000929;Ryanair;Boeing 737;189;DUB;TXL;2021/10/04 14:30:10;2021/10/04 16:30:10;2021/10/04 15:15:10;2021/10/04 19:20:10;Jane Davis;Emily Davis;
0000000930;Aeroflot;Airbus A320;250;SVO;TXL;2023/05/16 10:50:22;2023/05/16 14:05:22;2023/05/16 11:20:22;2023/05/16 17:50:22;William Davis;Emily Davis;
0000000931;Aeroflot;Airbus A320;250;SVO;TXL;2021/02/04 08:55:19;2021/02/04 12:10:19;2021/02/04 09:15:19;2021/02/04 15:50:19;William Davis;Emily Davis;The weather conditions are ideal for landing.
0000000932;EasyJet;Airbus A320;180;LHR;CDG;2022/09/06 10:18:51;2022/09/06 11:33:51;2022/09/06 10:18:51;2022/09/06 12:48:51;Sarah Jones;Jane Smith;
0000000933;Alitalia;Boeing 767;280;FCO;ATH;2021/08/17 09:14:32;2021/08/17 11:14:32;2021/08/17 09:14:32;2021/08/17 13:14:32;Laura Wilson;Emily Moore;Our company invests in the latest aviation technology.
0000000934;Lufthansa;Boeing 777;300;FRA;MAD;2023/06/21 11:25:31;2023/06/21 13:55:31;2023/06/21 11:25:31;2023/06/21 16:25:31;Emily Davis;Laura Brown;
0000000935;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/01/10 08:14:01;2022/01/10 10:04:01;2022/01/10 08:14:01;2022/01/10 12:14:01;Jane Moore;Emily Taylor;
0000000936;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/08/22 05:48:38;2022/08/22 06:58:38;2022/08/22 05:48:38;2022/08/22 08:23:38;Jane Williams;Emily Miller;
0000000937;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/12/18 03:31:58;2021/12/18 04:16:58;2021/12/18 03:36:58;2021/12/18 05:21:58;William Brown;Emily Wilson;
0000000938;TAP Air Portugal;Airbus A320;200;LIS;MAD;2023/04/22 00:24:24;2023/04/22 01:34:24;2023/04/22 00:44:24;2023/04/22 03:34:24;Jane Williams;Emily Miller;
0000000939;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2021/06/14 10:26:36;2021/06/14 11:36:36;2021/06/14 10:26:36;2021/06/14 12:46:36;Sarah Davis;Michael Brown;Cabin pressure and temperature are within normal ranges.
0000000940;Jet2.com;Airbus A321;220;MAN;PRG;2022/09/15 12:21:33;2022/09/15 14:51:33;2022/09/15 12:36:33;2022/09/15 17:36:33;Robert Williams;Michael Miller;
0000000941;Ryanair;Boeing 737;189;DUB;TXL;2022/08/20 11:58:45;2022/08/20 13:58:45;2022/08/20 12:13:45;2022/08/20 16:18:45;Jane Davis;Emily Davis;
0000000942;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/09/19 11:39:45;2021/09/19 12:29:45;2021/09/19 11:59:45;2021/09/19 13:39:45;William Miller;John Wilson;
0000000943;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/08/09 14:11:03;2021/08/09 14:56:03;2021/08/09 14:11:03;2021/08/09 15:41:03;William Brown;Emily Wilson;
0000000944;Jet2.com;Airbus A321;220;MAN;PRG;2021/08/14 01:05:00;2021/08/14 03:35:00;2021/08/14 01:05:00;2021/08/14 06:50:00;Robert Williams;Michael Miller;
0000000945;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/06/04 13:36:48;2022/06/04 14:46:48;2022/06/04 13:51:48;2022/06/04 16:56:48;Jane Williams;Emily Miller;
0000000946;Transavia;Airbus A320;180;AMS;NCE;2023/05/06 17:15:55;2023/05/06 19:35:55;2023/05/06 17:15:55;2023/05/06 22:00:55;Jane Jones;Jane Jones;
0000000947;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/03/12 02:15:15;2022/03/12 03:15:15;2022/03/12 02:45:15;2022/03/12 04:50:15;David Smith;John Jones;
0000000948;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2021/06/08 16:25:22;2021/06/08 17:25:22;2021/06/08 16:55:22;2021/06/08 18:55:22;Laura Moore;John Taylor;
0000000949;Ryanair;Boeing 737;189;DUB;BCN;2022/04/14 11:07:51;2022/04/14 13:52:51;2022/04/14 11:07:51;2022/04/14 17:22:51;Laura Wilson;Sarah Davis;
0000000950;Turkish Airlines;Airbus A320;200;IST;PRG;2023/05/08 04:09:42;2023/05/08 06:39:42;2023/05/08 04:24:42;2023/05/08 09:39:42;Sarah Taylor;David Smith;Our pilots have undergone extensive training.
0000000951;Lufthansa;Boeing 777;300;FRA;MAD;2022/09/07 04:19:34;2022/09/07 06:49:34;2022/09/07 04:49:34;2022/09/07 10:09:34;Emily Davis;Laura Brown;
0000000952;EasyJet;Airbus A320;180;LHR;CDG;2022/12/12 02:54:15;2022/12/12 04:09:15;2022/12/12 02:54:15;2022/12/12 06:09:15;Sarah Jones;Jane Smith;Thank you for choosing our airline for your journey.
0000000953;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2022/01/14 12:14:32;2022/01/14 13:24:32;2022/01/14 12:14:32;2022/01/14 15:19:32;Sarah Davis;Michael Brown;The in-flight entertainment system is working flawlessly.
0000000954;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/08/12 15:33:23;2022/08/12 16:48:23;2022/08/12 15:33:23;2022/08/12 18:03:23;David Johnson;Michael Johnson;
0000000955;Iberia;Airbus A321;220;MAD;LIS;2023/07/21 02:49:18;2023/07/21 04:04:18;2023/07/21 03:09:18;2023/07/21 05:39:18;Robert Johnson;John Moore;
0000000956;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/11/06 03:58:21;2022/11/06 04:43:21;2022/11/06 03:58:21;2022/11/06 05:43:21;William Brown;Emily Wilson;
0000000957;TAP Air Portugal;Airbus A320;200;LIS;MAD;2021/09/15 05:58:27;2021/09/15 07:08:27;2021/09/15 05:58:27;2021/09/15 08:33:27;Jane Williams;Emily Miller;
0000000958;Ryanair;Boeing 737;189;DUB;BCN;2021/07/14 05:09:31;2021/07/14 07:54:31;2021/07/14 05:54:31;2021/07/14 11:39:31;Laura Wilson;Sarah Davis;
0000000959;EasyJet;Airbus A320;180;LHR;CDG;2023/06/13 10:27:20;2023/06/13 11:42:20;2023/06/13 10:27:20;2023/06/13 12:57:20;Sarah Jones;Jane Smith;
0000000960;Air France;Airbus A321;220;CDG;FCO;2023/08/10 11:04:33;2023/08/10 12:49:33;2023/08/10 11:04:33;2023/08/10 14:34:33;John Williams;Robert Smith;Our flight attendants are attentive and professional.
0000000961;Aer Lingus;Airbus A320;180;DUB;LIS;2021/09/15 16:02:16;2021/09/15 19:02:16;2021/09/15 16:07:16;2021/09/15 22:07:16;Jane Jones;David Davis;
0000000962;Aer Lingus;Airbus A320;180;DUB;LIS;2022/03/10 15:09:26;2022/03/10 18:09:26;2022/03/10 15:29:26;2022/03/10 21:49:26;Jane Jones;David Davis;
0000000963;Alitalia;Boeing 767;280;FCO;ATH;2023/02/07 05:49:27;2023/02/07 07:49:27;2023/02/07 06:19:27;2023/02/07 10:34:27;Laura Wilson;Emily Moore;Clear skies and good visibility throughout the flight.
0000000964;Alitalia;Boeing 767;280;FCO;ATH;2022/09/18 10:28:30;2022/09/18 12:28:30;2022/09/18 10:33:30;2022/09/18 14:48:30;Laura Wilson;Emily Moore;
0000000965;Lufthansa;Boeing 777;300;FRA;MAD;2021/09/02 16:26:44;2021/09/02 18:56:44;2021/09/02 16:46:44;2021/09/02 22:16:44;Emily Davis;Laura Brown;
0000000966;Air France;Airbus A321;220;CDG;FCO;2023/03/21 16:33:10;2023/03/21 18:18:10;2023/03/21 17:18:10;2023/03/21 20:48:10;John Williams;Robert Smith;
0000000967;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/10/18 06:53:44;2022/10/18 07:53:44;2022/10/18 06:53:44;2022/10/18 09:38:44;David Smith;John Jones;
